7.520664000000000238e-01	-2.944460000000000133e-02	2.606829999999999981e-01	-7.870699999999999918e-02
1.786995000000000111e-01	-2.481899999999999992e-03	2.657640000000000002e-01	-1.140710000000000057e-01
1.658494000000000079e-01	-6.182139999999999858e-02	2.648909999999999876e-01	-1.489840000000000053e-01
2.407730999999999899e-01	-6.508609999999999396e-02	2.585159999999999680e-01	-1.830450000000000133e-01
1.676844999999999863e-01	-2.047332000000000041e-01	2.513770000000000171e-01	-2.148639999999999994e-01
1.779069000000000067e-01	-5.023679999999999812e-02	2.494790000000000063e-01	-2.379619999999999791e-01
2.406272999999999884e-01	-2.625497999999999998e-01	2.550489999999999702e-01	-2.550729999999999942e-01
2.061949999999999894e-01	-9.634020000000000084e-02	2.683070000000000177e-01	-2.706100000000000172e-01
1.752531999999999979e-01	-1.590467999999999882e-01	2.870500000000000274e-01	-2.825469999999999926e-01
1.980143000000000042e-01	-1.382463999999999915e-01	3.079659999999999620e-01	-2.887820000000000387e-01
3.811430000000000096e-01	-1.696972999999999954e-01	3.281159999999999632e-01	-2.922130000000000005e-01
3.554497999999999824e-01	-1.225697000000000036e-01	3.475530000000000008e-01	-2.907820000000000404e-01
2.754187000000000163e-01	-2.051401999999999948e-01	3.647859999999999991e-01	-2.854630000000000223e-01
6.383124000000000020e-01	-7.895330000000000403e-02	3.780449999999999644e-01	-2.790449999999999875e-01
6.627737000000000211e-01	-9.681420000000000303e-02	3.892430000000000057e-01	-2.702039999999999997e-01
6.150892000000000026e-01	-9.531779999999999420e-02	3.997010000000000285e-01	-2.577769999999999784e-01
6.493757000000000001e-01	-9.566710000000000491e-02	4.091079999999999717e-01	-2.413199999999999790e-01
6.604109000000000229e-01	-8.565979999999999428e-02	4.203800000000000314e-01	-2.213019999999999987e-01
6.402706000000000230e-01	-1.028947000000000056e-01	4.349470000000000280e-01	-1.996330000000000049e-01
5.594400000000000484e-01	-2.903120000000000006e-02	4.544529999999999959e-01	-1.791709999999999969e-01
6.865291000000000032e-01	-1.128047999999999967e-01	4.768729999999999358e-01	-1.567049999999999832e-01
7.358491000000000337e-01	-8.135710000000000164e-02	4.952659999999999840e-01	-1.329880000000000229e-01
7.006586000000000203e-01	-8.160470000000000224e-02	5.056199999999999584e-01	-1.079050000000000009e-01
4.453945000000000265e-01	-7.866789999999999894e-02	5.084489999999999288e-01	-8.210199999999999443e-02
7.908285999999999927e-01	-6.820550000000000224e-02	5.050630000000000397e-01	-5.780399999999999427e-02
7.742417999999999800e-01	-3.726680000000000270e-02	4.947569999999999468e-01	-3.554800000000000321e-02
8.207672999999999774e-01	-2.805420000000000136e-02	4.787100000000000244e-01	-1.434000000000000032e-02
7.299103999999999592e-01	-3.108150000000000149e-02	4.616300000000000403e-01	7.365999999999999284e-03
7.819574000000000247e-01	-3.445530000000000120e-02	4.463130000000000153e-01	2.815099999999999894e-02
1.869043999999999983e-01	5.916099999999999831e-02	4.303430000000000311e-01	4.504100000000000464e-02
7.407928000000000290e-01	-3.345309999999999950e-02	4.138739999999999641e-01	5.837699999999999834e-02
3.873057999999999779e-01	6.515189999999999870e-02	3.979849999999999777e-01	7.052500000000000435e-02
2.584976999999999969e-01	2.992409999999999862e-02	3.845999999999999974e-01	8.438199999999999867e-02
2.238559999999999994e-01	1.143904000000000032e-01	3.745439999999999880e-01	9.837400000000000311e-02
1.916463999999999945e-01	4.607540000000000247e-02	3.668540000000000134e-01	1.082579999999999931e-01
2.617123000000000088e-01	7.220940000000000691e-02	3.594979999999999842e-01	1.158290000000000014e-01
2.410412000000000110e-01	7.022399999999999476e-02	3.528370000000000117e-01	1.245069999999999927e-01
2.861772000000000205e-01	1.090206999999999982e-01	3.499619999999999953e-01	1.303660000000000097e-01
2.406175999999999870e-01	-3.497569999999999846e-02	3.479920000000000235e-01	1.346809999999999952e-01
2.359805000000000097e-01	8.363909999999999401e-02	3.438800000000000190e-01	1.371900000000000064e-01
6.905533000000000365e-01	3.608449999999999852e-02	3.398720000000000074e-01	1.352170000000000039e-01
7.451759000000000022e-01	3.945839999999999764e-02	3.338269999999999849e-01	1.358079999999999843e-01
6.873437999999999493e-01	5.487510000000000304e-02	3.255609999999999893e-01	1.363449999999999940e-01
7.228679000000000077e-01	5.615019999999999734e-02	3.136920000000000264e-01	1.318890000000000062e-01
7.096778000000000253e-01	3.762639999999999735e-02	3.006210000000000271e-01	1.285810000000000008e-01
7.294992999999999617e-01	2.714959999999999943e-02	2.876279999999999948e-01	1.247499999999999998e-01
7.337856999999999852e-01	5.193899999999999906e-02	2.771469999999999767e-01	1.155199999999999977e-01
7.729049999999999532e-01	5.071660000000000057e-02	2.714619999999999811e-01	1.061930000000000096e-01
7.976193000000000310e-01	1.774320000000000064e-02	2.697239999999999638e-01	9.709900000000000475e-02
1.946116999999999986e-01	1.558949999999999919e-02	2.705989999999999784e-01	8.741900000000001059e-02
1.723399999999999932e-01	4.959430000000000088e-02	2.705440000000000067e-01	7.704400000000000137e-02
2.486211999999999867e-01	-3.972200000000000383e-03	2.708679999999999977e-01	6.637200000000000044e-02
2.096174000000000093e-01	3.766289999999999916e-02	2.742449999999999610e-01	5.448500000000000565e-02
2.391253000000000128e-01	-7.874810000000000143e-02	2.789889999999999870e-01	4.195400000000000518e-02
2.631901999999999853e-01	-4.690539999999999987e-02	2.847070000000000434e-01	2.914499999999999730e-02
3.684928000000000092e-01	-1.179644999999999999e-01	2.918270000000000031e-01	1.730299999999999894e-02
3.576037000000000243e-01	4.930900000000000213e-03	3.000739999999999519e-01	4.759000000000000209e-03
5.320882999999999585e-01	-3.686890000000000306e-02	3.102110000000000145e-01	-7.418999999999999380e-03
6.739627999999999730e-01	6.309140000000000581e-02	3.214989999999999792e-01	-1.990899999999999961e-02
6.333959000000000117e-01	-2.935449999999999865e-02	3.312320000000000264e-01	-3.322499999999999759e-02
4.209515999999999813e-01	-1.249800000000000043e-02	3.401049999999999907e-01	-4.714999999999999747e-02
2.632400999999999769e-01	-5.673679999999999696e-02	3.498370000000000091e-01	-6.129299999999999332e-02
3.963035999999999781e-01	-8.952980000000000660e-02	3.588820000000000343e-01	-7.532099999999999906e-02
5.559494999999999854e-01	-9.081909999999999983e-02	3.660760000000000125e-01	-8.702300000000000313e-02
4.375202999999999731e-01	-8.913069999999999327e-02	3.738739999999999841e-01	-9.704999999999999738e-02
3.376038000000000094e-01	-1.420521999999999896e-01	3.814079999999999693e-01	-1.069019999999999970e-01
7.003517999999999688e-01	1.304100000000000051e-02	3.854670000000000041e-01	-1.182329999999999909e-01
5.938896000000000175e-01	-2.661140000000000033e-02	3.878099999999999881e-01	-1.294369999999999965e-01
2.751101000000000241e-01	-1.371876999999999958e-01	3.879070000000000018e-01	-1.395019999999999871e-01
1.116200999999999999e-01	-1.591416999999999971e-01	3.869049999999999989e-01	-1.463949999999999974e-01
2.674746000000000068e-01	-7.898330000000000628e-02	3.884250000000000203e-01	-1.505779999999999896e-01
2.259204999999999963e-01	-1.328948000000000074e-01	3.897489999999999566e-01	-1.521450000000000025e-01
2.433896999999999866e-01	-8.388760000000000661e-02	3.943599999999999883e-01	-1.553390000000000049e-01
2.347916999999999921e-01	-1.352472999999999870e-01	4.009610000000000118e-01	-1.560729999999999895e-01
3.043365000000000098e-01	-3.200250000000000317e-02	4.109529999999999572e-01	-1.537189999999999945e-01
2.437211999999999990e-01	-1.114416000000000018e-01	4.241600000000000370e-01	-1.472410000000000108e-01
3.091211999999999849e-01	-7.425289999999999668e-02	4.360720000000000152e-01	-1.393910000000000149e-01
2.635199999999999765e-01	-1.445729000000000042e-01	4.447499999999999787e-01	-1.311589999999999978e-01
3.604112999999999900e-01	-4.372279999999999917e-02	4.531229999999999425e-01	-1.218349999999999850e-01
2.881947999999999732e-01	-1.553640000000000021e-01	4.605879999999999974e-01	-1.098420000000000091e-01
2.959902999999999840e-01	-1.021588999999999969e-01	4.654659999999999909e-01	-9.849499999999999922e-02
4.258198999999999734e-01	-1.033746999999999999e-01	4.664960000000000218e-01	-8.600499999999999812e-02
3.599126999999999743e-01	-6.976599999999999469e-02	4.636140000000000261e-01	-7.208799999999999930e-02
3.381133000000000055e-01	-9.294520000000000559e-02	4.571029999999999816e-01	-5.859700000000000325e-02
3.627310999999999730e-01	-5.401550000000000101e-02	4.477999999999999758e-01	-4.494800000000000184e-02
2.939335000000000142e-01	2.043009999999999965e-02	4.370529999999999693e-01	-3.114700000000000107e-02
3.405791000000000235e-01	-8.425699999999999509e-03	4.250689999999999746e-01	-1.820199999999999943e-02
2.786908000000000163e-01	1.879290000000000127e-02	4.130800000000000027e-01	-5.968000000000000214e-03
2.798939999999999761e-01	-3.112399999999999889e-02	4.020449999999999857e-01	5.968000000000000214e-03
2.212019000000000069e-01	2.527499999999999886e-02	3.923579999999999846e-01	1.816699999999999912e-02
2.109330000000000094e-01	5.411400000000000238e-02	3.841640000000000055e-01	2.915899999999999742e-02
